parameter	Method	Error_moyenne	Error_ecart_type	NMI_moyenne	NMI_ecart_type	ARI_moyenne	ARI_ecart_type
5	MF	0.5968	0.051	0.0771	0.0369	0.063	0.0373
5	OLMF	0.0658	0.0487	0.8114	0.06	0.8416	0.0748
5	S-A^2-Bias-adj	0.6839	0.0189	0.0183	0.0098	0.0066	0.0087
5	Sum A	0.0545	0.0141	0.8227	0.0395	0.8597	0.0348
5	US	0.5912	0.0476	0.0803	0.0332	0.0659	0.034
5	graph-tool	0.1421	0.1335	0.7279	0.1581	0.7369	0.1882
7	DC_MASE	0.3938	0.0846	0.2649	0.0831	0.2611	0.096
7	FROST_DCMASE	0.1502	0.1393	0.7288	0.1844	0.7312	0.2088
7	FROST_MF	0.3397	0.1684	0.4659	0.2337	0.4466	0.25
7	FROST_US	0.3193	0.1612	0.4876	0.2222	0.4677	0.2378
7	MASE	0.3503	0.0895	0.3292	0.0931	0.3312	0.1087
7	MF	0.5657	0.0581	0.1003	0.0421	0.0866	0.0444
7	OLMF	0.0337	0.0583	0.9164	0.0634	0.928	0.0865
7	S-A^2-Bias-adj	0.6499	0.0348	0.0433	0.0283	0.0295	0.0261
7	Sum A	0.0171	0.0071	0.9378	0.0245	0.9548	0.0186
7	US	0.5588	0.0502	0.1028	0.0351	0.0901	0.0374
7	graph-tool	0.0327	0.0577	0.9224	0.0639	0.9322	0.0838
10	DC_MASE	0.3042	0.084	0.3785	0.0911	0.3865	0.1086
10	FROST_DCMASE	0.0579	0.0979	0.9022	0.1265	0.8993	0.1509
10	FROST_MF	0.1667	0.1481	0.76	0.1997	0.732	0.2271
10	FROST_US	0.1506	0.1501	0.7874	0.1923	0.7617	0.2251
10	MASE	0.2436	0.0754	0.4706	0.092	0.4883	0.1091
10	MF	0.5236	0.0591	0.1377	0.0417	0.1242	0.045
10	OLMF	0.0871	0.1183	0.8983	0.1224	0.8655	0.1758
10	S-A^2-Bias-adj	0.4724	0.1074	0.2287	0.1192	0.2104	0.1241
10	Sum A	0.0028	0.003	0.9892	0.0111	0.9924	0.0079
10	US	0.497	0.0639	0.157	0.0526	0.1471	0.0577
10	graph-tool	0.0051	0.0151	0.9843	0.0239	0.9876	0.028
15	DC_MASE	0.1942	0.0647	0.5348	0.0944	0.5642	0.1081
15	FROST_DCMASE	0.0069	0.0341	0.9871	0.0364	0.9882	0.0444
15	FROST_MF	0.0541	0.0939	0.9323	0.1064	0.9164	0.1392
15	FROST_US	0.0368	0.0837	0.9534	0.0925	0.9443	0.1198
15	MASE	0.1354	0.0553	0.6507	0.102	0.683	0.11
15	MF	0.448	0.0791	0.2101	0.0666	0.2018	0.0768
15	OLMF	0.1029	0.1237	0.8953	0.1248	0.8465	0.184
15	S-A^2-Bias-adj	0.092	0.072	0.7741	0.122	0.7927	0.1326
15	Sum A	2e-04	9e-04	0.9994	0.0033	0.9996	0.0023
15	US	0.4168	0.0612	0.2274	0.0565	0.2255	0.0656
15	graph-tool	0.0033	0.0256	0.9954	0.0271	0.9942	0.0393
20	DC_MASE	0.1081	0.0424	0.6976	0.0829	0.7368	0.0882
20	FROST_DCMASE	3e-04	0.001	0.9988	0.0037	0.9992	0.0026
20	FROST_MF	0.0204	0.0649	0.9765	0.0713	0.9696	0.0945
20	FROST_US	3e-04	0.001	0.9988	0.0037	0.9992	0.0026
20	MASE	0.0636	0.035	0.8087	0.0781	0.8409	0.0783
20	MF	0.3595	0.08	0.2966	0.0765	0.3022	0.0908
20	OLMF	0.09	0.1354	0.907	0.1446	0.8661	0.2024
20	S-A^2-Bias-adj	0.0086	0.0178	0.9715	0.0387	0.9781	0.0386
20	Sum A	0	3e-04	0.9999	0.0013	0.9999	9e-04
20	US	0.3342	0.073	0.3243	0.0757	0.3337	0.0876
20	graph-tool	9e-04	0.0054	0.9979	0.0116	0.9977	0.0132
30	DC_MASE	0.0435	0.0275	0.8608	0.0482	0.8905	0.0445
30	FROST_DCMASE	0.0025	0.025	0.9975	0.025	0.9971	0.0288
30	FROST_MF	0	0	1	0	1	0
30	FROST_US	0	0	1	0	1	0
30	MASE	0.0162	0.0084	0.9422	0.0272	0.9572	0.0217
30	MF	0.2222	0.0411	0.4703	0.0652	0.5012	0.0738
30	OLMF	0.105	0.124	0.895	0.124	0.8443	0.1839
30	S-A^2-Bias-adj	2e-04	8e-04	0.9992	0.0031	0.9995	0.0021
30	Sum A	0	0	1	0	1	0
30	US	0.2091	0.039	0.4957	0.0642	0.5261	0.0711
30	graph-tool	0.0052	0.0352	0.9945	0.0355	0.992	0.0526
40	DC_MASE	0.0186	0.0097	0.9346	0.0315	0.9509	0.0253
40	FROST_DCMASE	0	0	1	0	1	0
40	FROST_MF	0	0	1	0	1	0
40	FROST_US	0	0	1	0	1	0
40	MASE	0.0059	0.0052	0.9779	0.0188	0.9842	0.0137
40	MF	0.1541	0.0309	0.5917	0.0575	0.6342	0.0626
40	OLMF	0.0775	0.1215	0.9216	0.1251	0.8849	0.1809
40	S-A^2-Bias-adj	0	0	1	0	1	0
40	Sum A	0	0	1	0	1	0
40	US	0.1468	0.0319	0.6085	0.0657	0.6492	0.0682
40	graph-tool	7e-04	0.0037	0.9981	0.0093	0.9982	0.0095
50	DC_MASE	0.0082	0.0058	0.9697	0.021	0.9783	0.0154
50	FROST_DCMASE	0	0	1	0	1	0
50	FROST_MF	0	0	1	0	1	0
50	FROST_US	0	0	1	0	1	0
50	MASE	0.0017	0.0024	0.9935	0.0094	0.9955	0.0065
50	MF	0.1037	0.0234	0.6993	0.0528	0.7434	0.0528
50	OLMF	0.0825	0.1181	0.9175	0.1181	0.8775	0.1754
50	S-A^2-Bias-adj	0	0	1	0	1	0
50	Sum A	0	0	1	0	1	0
50	US	0.1016	0.0209	0.7055	0.0483	0.7481	0.0475
50	graph-tool	1e-04	0.001	0.9997	0.0031	0.9997	0.0026
