parameter	Method	Error_moyenne	Error_ecart_type	NMI_moyenne	NMI_ecart_type	ARI_moyenne	ARI_ecart_type
10	FROST_US	0.1743	0.1241	0.741	0.1721	0.6948	0.195
10	MASE	0.5299	0.0252	0.2473	0.0449	0.1703	0.0341
10	MF	0.5476	0.0493	0.1168	0.0368	0.1027	0.0392
10	OLMF	0.3041	0.0968	0.6471	0.1228	0.553	0.1537
10	S-A^2-Bias-adj	0.3221	0.0742	0.5824	0.0927	0.5095	0.1133
10	Sum A	0.2561	0.0049	0.7201	0.0218	0.6434	0.0152
10	US	0.5333	0.0608	0.1275	0.0468	0.1147	0.0494
10	graph-tool	0.4985	0.0162	0.4135	0.0347	0.2369	0.04
15	DC_MASE	0.1847	0.0579	0.5497	0.0869	0.58	0.0986
15	FROST_DCMASE	0.006	0.0354	0.9923	0.0404	0.9911	0.0488
15	FROST_MF	0.0756	0.0959	0.8908	0.1302	0.8648	0.1595
15	FROST_US	0.0426	0.0802	0.9382	0.1086	0.9244	0.1324
15	MASE	0.5029	0.0367	0.3124	0.0535	0.2123	0.052
15	MF	0.4748	0.0647	0.1827	0.0509	0.1712	0.0573
15	OLMF	0.3086	0.0991	0.6562	0.131	0.5482	0.1639
15	S-A^2-Bias-adj	0.2835	0.0616	0.6742	0.0799	0.5937	0.0971
15	Sum A	0.2538	0.025	0.7409	0.0267	0.6557	0.0341
15	US	0.4647	0.0579	0.1904	0.0467	0.1805	0.0521
15	graph-tool	0.4999	0.002	0.4265	0.0404	0.2487	0.0442
20	DC_MASE	0.1131	0.0343	0.6844	0.0717	0.7239	0.074
20	FROST_DCMASE	0	3e-04	0.9999	0.0013	0.9999	9e-04
20	FROST_MF	0.0243	0.0621	0.9664	0.0815	0.9575	0.1037
20	FROST_US	0.009	0.0413	0.9875	0.0556	0.9844	0.0697
20	MASE	0.4858	0.06	0.3651	0.0811	0.255	0.0882
20	MF	0.4093	0.0691	0.2405	0.0608	0.2375	0.0712
20	OLMF	0.2815	0.1028	0.692	0.133	0.5886	0.1668
20	S-A^2-Bias-adj	0.2674	0.0551	0.7139	0.0588	0.6307	0.0762
20	Sum A	0.2527	0.025	0.7465	0.0252	0.6593	0.0337
20	US	0.3884	0.0714	0.2623	0.0694	0.2616	0.0812
20	graph-tool	0.4989	0.0128	0.4343	0.0465	0.2568	0.0507
30	DC_MASE	0.0454	0.0185	0.8524	0.0525	0.8829	0.0459
30	FROST_DCMASE	0	0	1	0	1	0
30	FROST_MF	0.0011	0.011	0.9981	0.019	0.9977	0.0231
30	FROST_US	0	0	1	0	1	0
30	MASE	0.4464	0.0856	0.4419	0.1153	0.3199	0.1354
30	MF	0.2729	0.0685	0.4011	0.0826	0.422	0.0971
30	OLMF	0.3276	0.117	0.6467	0.1413	0.5262	0.1797
30	S-A^2-Bias-adj	0.2555	0.0351	0.741	0.0354	0.6544	0.0473
30	Sum A	0.25	0	0.75	0	0.6633	0
30	US	0.2675	0.0511	0.4042	0.0696	0.4268	0.079
30	graph-tool	0.4975	0.0174	0.4423	0.0486	0.2655	0.0539
40	DC_MASE	0.019	0.0103	0.9331	0.0335	0.9501	0.0266
40	FROST_DCMASE	0	0	1	0	1	0
40	FROST_MF	0	0	1	0	1	0
40	FROST_US	0	0	1	0	1	0
40	MASE	0.4114	0.0968	0.507	0.1339	0.383	0.1566
40	MF	0.189	0.0396	0.5271	0.0654	0.564	0.073
40	OLMF	0.3263	0.1108	0.6462	0.1357	0.5245	0.1746
40	S-A^2-Bias-adj	0.2526	0.025	0.7465	0.0262	0.6594	0.0341
40	Sum A	0.25	0	0.75	0	0.6633	0
40	US	0.1818	0.0282	0.5392	0.0545	0.5766	0.0565
40	graph-tool	0.4974	0.0176	0.4481	0.0499	0.2715	0.0554
50	DC_MASE	0.0099	0.0252	0.9701	0.0315	0.9775	0.0317
50	FROST_DCMASE	0.0025	0.025	0.9975	0.025	0.9971	0.0288
50	FROST_MF	0	0	1	0	1	0
50	FROST_US	0	0	1	0	1	0
50	MASE	0.3841	0.1063	0.5583	0.1389	0.4378	0.1671
50	MF	0.1339	0.0281	0.6335	0.0576	0.6768	0.0605
50	OLMF	0.3114	0.1173	0.661	0.1453	0.5423	0.1846
50	S-A^2-Bias-adj	0.25	0	0.7498	0.0016	0.6632	6e-04
50	Sum A	0.25	0	0.75	0	0.6633	0
50	US	0.1262	0.0273	0.6502	0.0589	0.6931	0.0602
50	graph-tool	0.4973	0.0178	0.4487	0.0489	0.2724	0.0546
