parameter	Method	Error_moyenne	Error_ecart_type	NMI_moyenne	NMI_ecart_type	ARI_moyenne	ARI_ecart_type
5	MF	0.5855	0.046	0.0842	0.0319	0.0708	0.0322
5	OLMF	0.2429	0.0825	0.5546	0.0895	0.4389	0.1516
5	S-A^2-Bias-adj	0.2833	0.0832	0.4214	0.0914	0.4385	0.1075
5	Sum A	0.1289	0.0449	0.6447	0.0611	0.6916	0.0704
5	US	0.5647	0.0564	0.0947	0.0376	0.0838	0.0402
5	graph-tool	0.4237	0.0372	0.4135	0.0466	0.2842	0.0639
7	DC_MASE	0.4114	0.0767	0.2531	0.071	0.2467	0.0818
7	FROST_DCMASE	0.2071	0.1165	0.5928	0.1238	0.612	0.1515
7	FROST_MF	0.2529	0.1139	0.5428	0.1259	0.5507	0.1512
7	FROST_US	0.236	0.1133	0.5623	0.1237	0.5733	0.1494
7	MASE	0.4311	0.0751	0.2433	0.0713	0.2367	0.0814
7	MF	0.5655	0.0537	0.1022	0.0395	0.0878	0.0421
7	OLMF	0.2107	0.0965	0.6118	0.1168	0.5085	0.1869
7	S-A^2-Bias-adj	0.238	0.0996	0.5048	0.1144	0.5262	0.1341
7	Sum A	0.0767	0.0151	0.7594	0.0383	0.8053	0.0357
7	US	0.5393	0.0504	0.1167	0.0378	0.1053	0.0407
7	graph-tool	0.3964	0.0445	0.4675	0.0501	0.3338	0.0747
10	DC_MASE	0.3367	0.0776	0.3391	0.073	0.3411	0.0896
10	FROST_DCMASE	0.1233	0.1021	0.7263	0.1176	0.7534	0.1412
10	FROST_MF	0.1662	0.1225	0.6828	0.1359	0.6975	0.1649
10	FROST_US	0.1254	0.1064	0.7231	0.1216	0.7501	0.1466
10	MASE	0.3754	0.0757	0.3131	0.0768	0.3109	0.0887
10	MF	0.5015	0.0655	0.1481	0.05	0.1391	0.0552
10	OLMF	0.1641	0.1038	0.6878	0.1431	0.6096	0.2157
10	S-A^2-Bias-adj	0.1874	0.1097	0.6003	0.141	0.6219	0.162
10	Sum A	0.0431	0.0114	0.8538	0.0341	0.888	0.0287
10	US	0.487	0.0561	0.1591	0.0445	0.1518	0.0495
10	graph-tool	0.3708	0.0504	0.5091	0.0543	0.3795	0.0828
15	DC_MASE	0.2355	0.0714	0.4698	0.0831	0.4907	0.1008
15	FROST_DCMASE	0.0599	0.0675	0.8473	0.0773	0.8713	0.0943
15	FROST_MF	0.0882	0.0968	0.8147	0.1127	0.8319	0.1355
15	FROST_US	0.0585	0.068	0.8486	0.0814	0.8732	0.0957
15	MASE	0.2926	0.0858	0.4244	0.0975	0.4324	0.1123
15	MF	0.4411	0.0685	0.2062	0.0555	0.2018	0.064
15	OLMF	0.1351	0.1202	0.7507	0.1748	0.6887	0.2449
15	S-A^2-Bias-adj	0.1424	0.1043	0.6994	0.142	0.7137	0.1601
15	Sum A	0.0187	0.0087	0.9319	0.0294	0.9505	0.0226
15	US	0.4142	0.0664	0.2285	0.0568	0.2279	0.0672
15	graph-tool	0.3673	0.0607	0.5206	0.0619	0.3845	0.09
20	DC_MASE	0.1791	0.0579	0.5598	0.0812	0.5888	0.0987
20	FROST_DCMASE	0.0281	0.0338	0.9119	0.0467	0.9318	0.0507
20	FROST_MF	0.0377	0.0564	0.9007	0.0689	0.9177	0.0828
20	FROST_US	0.0277	0.0337	0.912	0.0515	0.9323	0.0524
20	MASE	0.2404	0.0898	0.5024	0.1062	0.5177	0.1229
20	MF	0.3689	0.0655	0.2765	0.0657	0.2819	0.0767
20	OLMF	0.1162	0.1243	0.7925	0.1877	0.7385	0.2522
20	S-A^2-Bias-adj	0.1109	0.1002	0.7703	0.1396	0.7776	0.1574
20	Sum A	0.0094	0.0064	0.965	0.0227	0.9751	0.0167
20	US	0.3427	0.0571	0.3007	0.0607	0.3106	0.0689
20	graph-tool	0.3555	0.0607	0.5369	0.0647	0.4067	0.0943
30	DC_MASE	0.1117	0.0377	0.6915	0.0705	0.7267	0.0772
30	FROST_DCMASE	0.0101	0.0058	0.9631	0.0204	0.9732	0.0154
30	FROST_MF	0.0107	0.0059	0.9608	0.0208	0.9716	0.0156
30	FROST_US	0.0103	0.0056	0.9622	0.0196	0.9726	0.0148
30	MASE	0.1776	0.0894	0.6172	0.1169	0.6347	0.1352
30	MF	0.2697	0.0505	0.3985	0.0643	0.4207	0.074
30	OLMF	0.0947	0.1298	0.8402	0.1982	0.7939	0.2628
30	S-A^2-Bias-adj	0.0745	0.0907	0.8456	0.1365	0.8478	0.1509
30	Sum A	0.0027	0.0029	0.9896	0.011	0.9927	0.0077
30	US	0.2605	0.0455	0.4135	0.0599	0.4355	0.0701
30	graph-tool	0.342	0.0689	0.5489	0.0684	0.4222	0.0989
40	DC_MASE	0.0759	0.0233	0.773	0.0544	0.8075	0.0552
40	FROST_DCMASE	0.005	0.0041	0.9814	0.0142	0.9867	0.0108
40	FROST_MF	0.0051	0.0041	0.981	0.0145	0.9864	0.0109
40	FROST_US	0.005	0.0041	0.9812	0.0143	0.9866	0.0108
40	MASE	0.1297	0.0801	0.7039	0.1147	0.7218	0.1318
40	MF	0.2106	0.0426	0.4894	0.0677	0.5219	0.0766
40	OLMF	0.0806	0.1413	0.8744	0.1999	0.8379	0.2608
40	S-A^2-Bias-adj	0.0718	0.0975	0.8654	0.1427	0.8611	0.1592
40	Sum A	6e-04	0.0015	0.9977	0.0054	0.9984	0.0039
40	US	0.1989	0.041	0.5119	0.0658	0.5434	0.0741
40	graph-tool	0.3439	0.0556	0.5478	0.0588	0.4202	0.0861
50	DC_MASE	0.0559	0.0196	0.8251	0.0492	0.856	0.0482
50	FROST_DCMASE	0.0025	0.0027	0.9907	0.0101	0.9934	0.0072
50	FROST_MF	0.0025	0.0027	0.9906	0.01	0.9933	0.0072
50	FROST_US	0.0025	0.0028	0.9906	0.0103	0.9933	0.0074
50	MASE	0.1043	0.0756	0.7578	0.1129	0.7737	0.1286
50	MF	0.1705	0.0329	0.5607	0.0584	0.599	0.0649
50	OLMF	0.0642	0.1194	0.9044	0.1689	0.8761	0.2201
50	S-A^2-Bias-adj	0.0564	0.0848	0.8909	0.1301	0.8865	0.1453
50	Sum A	3e-04	0.001	0.9988	0.0037	0.9992	0.0026
50	US	0.1642	0.031	0.5759	0.0531	0.6102	0.0617
50	graph-tool	0.3391	0.0751	0.5499	0.0744	0.4235	0.1066
