parameter	Method	Error_moyenne	Error_ecart_type	NMI_moyenne	NMI_ecart_type	ARI_moyenne	ARI_ecart_type
40	graph-tool	0.1783	0.22	0.7528	0.3086	0.7038	0.3689
50	DC_MASE	0	0	1	0	1	0
50	FROST_DCMASE	0	0	1	0	1	0
50	FROST_MF	0	0	1	0	1	0
50	FROST_US	0	0	1	0	1	0
50	MASE	0.4033	0.0827	0.4534	0.1495	0.3472	0.1725
50	MF	3e-04	0.0013	0.9988	0.0059	0.9992	0.004
50	OLMF	0.5158	0.0819	0.2332	0.1545	0.1333	0.1201
50	S-A^2-Bias-adj	0.4017	0.0824	0.4594	0.1447	0.3521	0.1701
50	Sum A	0.5646	0.0799	0.14	0.1464	0.0756	0.1016
50	US	1e-04	7e-04	0.9997	0.003	0.9998	0.002
50	graph-tool	0.1482	0.2116	0.7943	0.2964	0.7532	0.3548
