parameter	Method	Error_moyenne	Error_ecart_type	NMI_moyenne	NMI_ecart_type	ARI_moyenne	ARI_ecart_type
5	MF	0.3497	0.0922	0.2499	0.0936	0.2634	0.1108
5	OLMF	0.0675	0.1069	0.8353	0.1637	0.85	0.1895
5	S-A^2-Bias-adj	0.4938	0.0931	0.1222	0.1131	0.1142	0.1154
5	Sum A	0.0184	0.0109	0.9226	0.0438	0.9454	0.0321
5	US	0.329	0.0916	0.2708	0.1018	0.291	0.1206
5	graph-tool	0.0214	0.0146	0.9139	0.0534	0.9369	0.0422
7	DC_MASE	0.1322	0.0737	0.615	0.1265	0.662	0.1362
7	FROST_DCMASE	0.0187	0.0598	0.9527	0.0954	0.9602	0.1
7	FROST_MF	0.0247	0.0721	0.945	0.1035	0.9503	0.1181
7	FROST_US	0.0162	0.0492	0.955	0.0791	0.9623	0.0886
7	MASE	0.0829	0.0633	0.7435	0.1274	0.7814	0.1355
7	MF	0.2592	0.0949	0.3729	0.1246	0.4069	0.1445
7	OLMF	0.0581	0.1213	0.9091	0.1576	0.8964	0.2021
7	S-A^2-Bias-adj	0.3175	0.1455	0.3556	0.2077	0.3619	0.2235
7	Sum A	0.0033	0.0056	0.9852	0.0243	0.99	0.0166
7	US	0.2479	0.0747	0.383	0.1037	0.418	0.1192
7	graph-tool	0.0081	0.034	0.9747	0.0505	0.9802	0.0592
10	DC_MASE	0.0739	0.0451	0.7532	0.0936	0.7972	0.0975
10	FROST_DCMASE	0.0047	0.032	0.989	0.0462	0.9905	0.0516
10	FROST_MF	0.0108	0.0536	0.9806	0.0753	0.9804	0.0878
10	FROST_US	0.0077	0.0445	0.9853	0.0599	0.9857	0.0711
10	MASE	0.0477	0.0628	0.8505	0.1142	0.8771	0.1188
10	MF	0.1791	0.0635	0.4988	0.1024	0.549	0.1153
10	OLMF	0.044	0.1124	0.9419	0.1424	0.9257	0.1873
10	S-A^2-Bias-adj	0.0705	0.0865	0.7981	0.1741	0.823	0.1769
10	Sum A	5e-04	0.0018	0.9976	0.0081	0.9984	0.0055
10	US	0.1783	0.0622	0.5063	0.1044	0.5507	0.1156
10	graph-tool	0.0074	0.0468	0.9883	0.0595	0.9866	0.0786
15	DC_MASE	0.0252	0.0177	0.9001	0.0627	0.9261	0.0505
15	FROST_DCMASE	2e-04	0.0011	0.9991	0.0051	0.9994	0.0034
15	FROST_MF	3e-04	0.0013	0.9988	0.0059	0.9992	0.004
15	FROST_US	3e-04	0.0013	0.9988	0.0059	0.9992	0.004
15	MASE	0.0086	0.0103	0.9645	0.0393	0.9745	0.03
15	MF	0.1047	0.0393	0.6581	0.0913	0.7141	0.0918
15	OLMF	0.0633	0.1314	0.9201	0.1658	0.8942	0.2196
15	S-A^2-Bias-adj	0.0025	0.0045	0.9888	0.0195	0.9924	0.0135
15	Sum A	1e-04	7e-04	0.9997	0.003	0.9998	0.002
15	US	0.0993	0.035	0.6712	0.0886	0.726	0.0874
15	graph-tool	1e-04	9e-04	0.9994	0.0042	0.9996	0.0028
20	DC_MASE	0.0137	0.035	0.9523	0.0572	0.9649	0.0529
20	FROST_DCMASE	0.0033	0.0333	0.9958	0.0421	0.9957	0.0432
20	FROST_MF	0	0	1	0	1	0
20	FROST_US	0	0	1	0	1	0
20	MASE	0.0025	0.0049	0.9889	0.0209	0.9924	0.0146
20	MF	0.0629	0.0283	0.7732	0.0848	0.8211	0.0757
20	OLMF	0.06	0.1287	0.9243	0.1624	0.9014	0.2116
20	S-A^2-Bias-adj	1e-04	7e-04	0.9997	0.003	0.9998	0.002
20	Sum A	0	0	1	0	1	0
20	US	0.0621	0.0227	0.775	0.0687	0.8226	0.061
20	graph-tool	1e-04	0.0013	0.9995	0.0051	0.9996	0.004
30	DC_MASE	0.0025	0.0041	0.989	0.0181	0.9926	0.0123
30	FROST_DCMASE	0	0	1	0	1	0
30	FROST_MF	0	0	1	0	1	0
30	FROST_US	0	0	1	0	1	0
30	MASE	3e-04	0.0013	0.9988	0.0059	0.9992	0.004
30	MF	0.0231	0.0136	0.9063	0.0507	0.9319	0.0394
30	OLMF	0.0567	0.1258	0.9285	0.1588	0.9057	0.2095
30	S-A^2-Bias-adj	0	0	1	0	1	0
30	Sum A	0	0	1	0	1	0
30	US	0.0227	0.0129	0.9087	0.0474	0.933	0.0373
30	graph-tool	0	0	1	0	1	0
40	DC_MASE	3e-04	0.0013	0.9988	0.0059	0.9992	0.004
40	FROST_DCMASE	0	0	1	0	1	0
40	FROST_MF	0	0	1	0	1	0
40	FROST_US	0	0	1	0	1	0
40	MASE	0	0	1	0	1	0
40	MF	0.0091	0.008	0.961	0.0331	0.9729	0.0236
40	OLMF	0.0533	0.1228	0.9327	0.155	0.9116	0.2036
40	S-A^2-Bias-adj	0	0	1	0	1	0
40	Sum A	0	0	1	0	1	0
40	US	0.0083	0.0073	0.9639	0.0308	0.9751	0.0217
40	graph-tool	0	0	1	0	1	0
50	DC_MASE	0.0034	0.0333	0.9955	0.0421	0.9955	0.0432
50	FROST_DCMASE	0.0033	0.0333	0.9958	0.0421	0.9957	0.0432
50	FROST_MF	0	0	1	0	1	0
50	FROST_US	0	0	1	0	1	0
50	MASE	0	0	1	0	1	0
50	MF	0.0022	0.0036	0.9901	0.0159	0.9934	0.0107
50	OLMF	0.07	0.1365	0.9117	0.1722	0.8832	0.2277
50	S-A^2-Bias-adj	0	0	1	0	1	0
50	Sum A	0	0	1	0	1	0
50	US	0.0025	0.004	0.9891	0.0174	0.9926	0.012
50	graph-tool	0	0	1	0	1	0
