parameter	Method	Error_moyenne	Error_ecart_type	NMI_moyenne	NMI_ecart_type	ARI_moyenne	ARI_ecart_type
0.133333333333333	DC_MASE	0.004	0.0334	0.9931	0.0434	0.9937	0.044
0.133333333333333	FROST	0.0038	0.0327	0.9935	0.0427	0.9939	0.0452
0.133333333333333	MASE	0.0034	0.0327	0.9952	0.0422	0.9951	0.0449
0.133333333333333	OLMF	0.0722	0.138	0.9046	0.1809	0.8777	0.2321
0.133333333333333	S-A^2-Bias-adj	0.0663	0.1288	0.872	0.2065	0.8701	0.2161
0.133333333333333	Sum A	0.0033	0.032	0.9955	0.042	0.9953	0.0451
0.133333333333333	graph-tool	0.005	0.0318	0.9882	0.0471	0.9895	0.0524
0.146666666666667	DC_MASE	6e-04	0.0036	0.9977	0.0128	0.9982	0.0103
0.146666666666667	FROST	0.0035	0.0327	0.9949	0.0422	0.9949	0.045
0.146666666666667	MASE	0.0034	0.0327	0.9952	0.0422	0.9951	0.0449
0.146666666666667	OLMF	0.0703	0.137	0.9085	0.1782	0.8816	0.2304
0.146666666666667	S-A^2-Bias-adj	0.0676	0.1282	0.8697	0.2066	0.8679	0.2157
0.146666666666667	Sum A	0.0033	0.0327	0.9955	0.0421	0.9953	0.0449
0.146666666666667	graph-tool	6e-04	0.0019	0.9973	0.0086	0.9982	0.0058
0.16	DC_MASE	4e-04	0.0028	0.9985	0.0096	0.9988	0.0082
0.16	FROST	0.0035	0.0327	0.9949	0.0422	0.9949	0.0454
0.16	MASE	0.0033	0.0327	0.9955	0.0421	0.9953	0.0454
0.16	OLMF	0.0775	0.1424	0.9005	0.183	0.8702	0.2384
0.16	S-A^2-Bias-adj	0.0713	0.1321	0.864	0.2059	0.8627	0.2148
0.16	Sum A	0.0034	0.0333	0.9955	0.0421	0.9952	0.0456
0.16	graph-tool	5e-04	0.0017	0.9979	0.0077	0.9986	0.0051
